Normalized_ACC	Class	Order	Collapsed_Ord
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0	Aquatic	Thermal springs	Fresh water
0.25	Fungi	Mycelium	Host-associated
0.088888889	Fungi	Mycelium	Host-associated
0.12987013	Fungi	Mycelium	Host-associated
0.115384615	Fungi	Mycelium	Host-associated
0.103448276	Fungi	Mycelium	Host-associated
0.102040816	Fungi	Mycelium	Host-associated
0.1	Fungi	Mycelium	Host-associated
0.093023256	Fungi	Mycelium	Host-associated
0.092857143	Fungi	Mycelium	Host-associated
0.083333333	Fungi	Mycelium	Host-associated
0.083333333	Fungi	Mycelium	Host-associated
0.076335878	Fungi	Mycelium	Host-associated
0.074074074	Fungi	Mycelium	Host-associated
0.071428571	Fungi	Mycelium	Host-associated
0.071428571	Fungi	Mycelium	Host-associated
0.066889632	Fungi	Mycelium	Host-associated
0.066666667	Fungi	Mycelium	Host-associated
0.066666667	Fungi	Mycelium	Host-associated
0.066176471	Fungi	Mycelium	Host-associated
0.064102564	Fungi	Mycelium	Host-associated
0.064	Fungi	Mycelium	Host-associated
0.063492063	Fungi	Mycelium	Host-associated
0.0625	Fungi	Mycelium	Host-associated
0.061643836	Fungi	Mycelium	Host-associated
0.06122449	Fungi	Mycelium	Host-associated
0.058394161	Fungi	Mycelium	Host-associated
0.056122449	Fungi	Mycelium	Host-associated
0.055555556	Fungi	Mycelium	Host-associated
0.054644809	Fungi	Mycelium	Host-associated
0.052631579	Fungi	Mycelium	Host-associated
0.052631579	Fungi	Mycelium	Host-associated
0.051118211	Fungi	Mycelium	Host-associated
0.050505051	Fungi	Mycelium	Host-associated
0.046242775	Fungi	Mycelium	Host-associated
0.046153846	Fungi	Mycelium	Host-associated
0.044444444	Fungi	Mycelium	Host-associated
0.043956044	Fungi	Mycelium	Host-associated
0.043956044	Fungi	Mycelium	Host-associated
0.043478261	Fungi	Mycelium	Host-associated
0.042713568	Fungi	Mycelium	Host-associated
0.042372881	Fungi	Mycelium	Host-associated
0.042168675	Fungi	Mycelium	Host-associated
0.041916168	Fungi	Mycelium	Host-associated
0.04	Fungi	Mycelium	Host-associated
0.039325843	Fungi	Mycelium	Host-associated
0.039215686	Fungi	Mycelium	Host-associated
0.038022814	Fungi	Mycelium	Host-associated
0.03785489	Fungi	Mycelium	Host-associated
0.035714286	Fungi	Mycelium	Host-associated
0.035714286	Fungi	Mycelium	Host-associated
0.033707865	Fungi	Mycelium	Host-associated
0.03343465	Fungi	Mycelium	Host-associated
0.03125	Fungi	Mycelium	Host-associated
0.03125	Fungi	Mycelium	Host-associated
0.029850746	Fungi	Mycelium	Host-associated
0.028985507	Fungi	Mycelium	Host-associated
0.026315789	Fungi	Mycelium	Host-associated
0.024390244	Fungi	Mycelium	Host-associated
0.023255814	Fungi	Mycelium	Host-associated
0.019138756	Fungi	Mycelium	Host-associated
0.018867925	Fungi	Mycelium	Host-associated
0.018726592	Fungi	Mycelium	Host-associated
0.018518519	Fungi	Mycelium	Host-associated
0.016129032	Fungi	Mycelium	Host-associated
0.016129032	Fungi	Mycelium	Host-associated
0.009174312	Fungi	Mycelium	Host-associated
0	Fungi	Mycelium	Host-associated
0	Fungi	Mycelium	Host-associated
0	Fungi	Mycelium	Host-associated
0	Fungi	Mycelium	Host-associated
0	Fungi	Mycelium	Host-associated
0	Fungi	Mycelium	Host-associated
0	Fungi	Mycelium	Host-associated
0	Fungi	Mycelium	Host-associated
0	Fungi	Mycelium	Host-associated
0	Fungi	Mycelium	Host-associated
0	Fungi	Mycelium	Host-associated
0	Fungi	Mycelium	Host-associated
0	Fungi	Mycelium	Host-associated
0	Fungi	Mycelium	Host-associated
0	Fungi	Mycelium	Host-associated
0	Fungi	Mycelium	Host-associated
0	Fungi	Mycelium	Host-associated
0	Fungi	Mycelium	Host-associated
0	Fungi	Mycelium	Host-associated
0	Fungi	Mycelium	Host-associated
0	Fungi	Mycelium	Host-associated
0	Fungi	Mycelium	Host-associated
0	Fungi	Mycelium	Host-associated
0	Fungi	Mycelium	Host-associated
0	Arthropoda	Symbiotic fungal gardens and galleries	Host-associated
0.023255814	Arthropoda	Symbiotic fungal gardens and galleries	Host-associated
0.083333333	Arthropoda	Symbiotic fungal gardens and galleries	Host-associated
0.047619048	Arthropoda	Symbiotic fungal gardens and galleries	Host-associated
0.2	Arthropoda	Symbiotic fungal gardens and galleries	Host-associated
0.005780347	Arthropoda	Symbiotic fungal gardens and galleries	Host-associated
0.025641026	Arthropoda	Symbiotic fungal gardens and galleries	Host-associated
0.018181818	Arthropoda	Symbiotic fungal gardens and galleries	Host-associated
0.083333333	Arthropoda	Symbiotic fungal gardens and galleries	Host-associated
0.076923077	Arthropoda	Symbiotic fungal gardens and galleries	Host-associated
0.0625	Arthropoda	Symbiotic fungal gardens and galleries	Host-associated
0.053964758	Arthropoda	Symbiotic fungal gardens and galleries	Host-associated
0.049828179	Arthropoda	Symbiotic fungal gardens and galleries	Host-associated
0.048387097	Arthropoda	Symbiotic fungal gardens and galleries	Host-associated
0.034482759	Arthropoda	Symbiotic fungal gardens and galleries	Host-associated
0	Arthropoda	Symbiotic fungal gardens and galleries	Host-associated
0	Arthropoda	Symbiotic fungal gardens and galleries	Host-associated
0.037109375	Animal	Digestive system	Host-associated
0.035911602	Animal	Digestive system	Host-associated
0.032634033	Animal	Digestive system	Host-associated
0.027956989	Animal	Digestive system	Host-associated
0.027118644	Animal	Digestive system	Host-associated
0.023206751	Animal	Digestive system	Host-associated
0.022304833	Animal	Digestive system	Host-associated
0.022222222	Animal	Digestive system	Host-associated
0.021052632	Animal	Digestive system	Host-associated
0.018108652	Animal	Digestive system	Host-associated
0.013487476	Animal	Digestive system	Host-associated
0.011994003	Animal	Digestive system	Host-associated
0.003418803	Animal	Digestive system	Host-associated
0.002783577	Animal	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0.020833333	Annelida	Digestive system	Host-associated
0.074074074	Annelida	Digestive system	Host-associated
0.5	Annelida	Digestive system	Host-associated
0.038461538	Annelida	Digestive system	Host-associated
0.357142857	Annelida	Digestive system	Host-associated
0.052631579	Annelida	Digestive system	Host-associated
0.058823529	Annelida	Digestive system	Host-associated
0.071428571	Annelida	Digestive system	Host-associated
0.013157895	Annelida	Digestive system	Host-associated
0.111111111	Annelida	Digestive system	Host-associated
0.055555556	Annelida	Digestive system	Host-associated
0.166666667	Annelida	Digestive system	Host-associated
0.076923077	Annelida	Digestive system	Host-associated
0.04	Annelida	Digestive system	Host-associated
0.090909091	Annelida	Digestive system	Host-associated
0.090909091	Annelida	Digestive system	Host-associated
0.083333333	Annelida	Digestive system	Host-associated
0.007042254	Annelida	Digestive system	Host-associated
0.034482759	Annelida	Digestive system	Host-associated
0.016949153	Annelida	Digestive system	Host-associated
0.010526316	Annelida	Digestive system	Host-associated
0.03125	Annelida	Digestive system	Host-associated
0.058823529	Annelida	Digestive system	Host-associated
0.058823529	Annelida	Digestive system	Host-associated
0.055555556	Annelida	Digestive system	Host-associated
0.05	Annelida	Digestive system	Host-associated
0.041666667	Annelida	Digestive system	Host-associated
0.020833333	Annelida	Digestive system	Host-associated
0.020833333	Annelida	Digestive system	Host-associated
0.038461538	Annelida	Digestive system	Host-associated
0.002506266	Annelida	Digestive system	Host-associated
0.028571429	Annelida	Digestive system	Host-associated
0.025	Annelida	Digestive system	Host-associated
0.025	Annelida	Digestive system	Host-associated
0.022222222	Annelida	Digestive system	Host-associated
0.016393443	Annelida	Digestive system	Host-associated
0.006578947	Annelida	Digestive system	Host-associated
0.012820513	Annelida	Digestive system	Host-associated
0.011235955	Annelida	Digestive system	Host-associated
0.001597444	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0	Annelida	Digestive system	Host-associated
0.035714286	Arthropoda	Digestive system	Host-associated
0.025	Arthropoda	Digestive system	Host-associated
0.00110011	Arthropoda	Digestive system	Host-associated
0.058823529	Arthropoda	Digestive system	Host-associated
0.009345794	Arthropoda	Digestive system	Host-associated
0.010526316	Arthropoda	Digestive system	Host-associated
0.068910256	Arthropoda	Digestive system	Host-associated
0.055837563	Arthropoda	Digestive system	Host-associated
0.044622426	Arthropoda	Digestive system	Host-associated
0.032550694	Arthropoda	Digestive system	Host-associated
0.022203947	Arthropoda	Digestive system	Host-associated
0.021276596	Arthropoda	Digestive system	Host-associated
0.01787968	Arthropoda	Digestive system	Host-associated
0.017857143	Arthropoda	Digestive system	Host-associated
0.015772871	Arthropoda	Digestive system	Host-associated
0.015151515	Arthropoda	Digestive system	Host-associated
0.015151515	Arthropoda	Digestive system	Host-associated
0.013636364	Arthropoda	Digestive system	Host-associated
0.010282776	Arthropoda	Digestive system	Host-associated
0.00990099	Arthropoda	Digestive system	Host-associated
0.009571162	Arthropoda	Digestive system	Host-associated
0.007921228	Arthropoda	Digestive system	Host-associated
0.006888418	Arthropoda	Digestive system	Host-associated
0.00459506	Arthropoda	Digestive system	Host-associated
0.003924809	Arthropoda	Digestive system	Host-associated
0.003391108	Arthropoda	Digestive system	Host-associated
0.003354767	Arthropoda	Digestive system	Host-associated
0.002775645	Arthropoda	Digestive system	Host-associated
0.002710027	Arthropoda	Digestive system	Host-associated
0.002140293	Arthropoda	Digestive system	Host-associated
0.001948014	Arthropoda	Digestive system	Host-associated
0.001564945	Arthropoda	Digestive system	Host-associated
0.001294007	Arthropoda	Digestive system	Host-associated
0.00129199	Arthropoda	Digestive system	Host-associated
0.00125927	Arthropoda	Digestive system	Host-associated
0.001208959	Arthropoda	Digestive system	Host-associated
0.001187203	Arthropoda	Digestive system	Host-associated
0.001109889	Arthropoda	Digestive system	Host-associated
0.001002004	Arthropoda	Digestive system	Host-associated
0.001001603	Arthropoda	Digestive system	Host-associated
0.000956206	Arthropoda	Digestive system	Host-associated
0.000904523	Arthropoda	Digestive system	Host-associated
0.00073046	Arthropoda	Digestive system	Host-associated
0.00062281	Arthropoda	Digestive system	Host-associated
0.000437318	Arthropoda	Digestive system	Host-associated
0.000414651	Arthropoda	Digestive system	Host-associated
0	Arthropoda	Digestive system	Host-associated
0	Arthropoda	Digestive system	Host-associated
0	Arthropoda	Digestive system	Host-associated
0	Arthropoda	Digestive system	Host-associated
0	Arthropoda	Digestive system	Host-associated
0	Arthropoda	Digestive system	Host-associated
0	Arthropoda	Digestive system	Host-associated
0	Arthropoda	Digestive system	Host-associated
0	Arthropoda	Digestive system	Host-associated
0	Arthropoda	Digestive system	Host-associated
0	Arthropoda	Digestive system	Host-associated
0	Arthropoda	Digestive system	Host-associated
0	Arthropoda	Digestive system	Host-associated
0	Arthropoda	Digestive system	Host-associated
0	Arthropoda	Digestive system	Host-associated
0	Arthropoda	Digestive system	Host-associated
0	Arthropoda	Digestive system	Host-associated
0	Birds	Digestive system	Host-associated
0.03125	Birds	Digestive system	Host-associated
0.026315789	Birds	Digestive system	Host-associated
0.027027027	Birds	Digestive system	Host-associated
0.020408163	Birds	Digestive system	Host-associated
0.023809524	Birds	Digestive system	Host-associated
0.016949153	Birds	Digestive system	Host-associated
0.047619048	Birds	Digestive system	Host-associated
0.007692308	Birds	Digestive system	Host-associated
0.001904762	Birds	Digestive system	Host-associated
0	Birds	Digestive system	Host-associated
0	Birds	Digestive system	Host-associated
0	Birds	Digestive system	Host-associated
0	Birds	Digestive system	Host-associated
0	Birds	Digestive system	Host-associated
0	Birds	Digestive system	Host-associated
0	Birds	Digestive system	Host-associated
0	Birds	Digestive system	Host-associated
0	Human	Digestive system	Host-associated
0.033333333	Human	Digestive system	Host-associated
0	Human	Digestive system	Host-associated
0	Human	Digestive system	Host-associated
0.055555556	Human	Digestive system	Host-associated
0.037037037	Human	Digestive system	Host-associated
0.071428571	Human	Digestive system	Host-associated
0.2	Human	Digestive system	Host-associated
0.019607843	Human	Digestive system	Host-associated
0.012658228	Human	Digestive system	Host-associated
0.012658228	Human	Digestive system	Host-associated
0.055555556	Human	Digestive system	Host-associated
0.033333333	Human	Digestive system	Host-associated
0.008130081	Human	Digestive system	Host-associated
0.04	Human	Digestive system	Host-associated
0.022727273	Human	Digestive system	Host-associated
0.052631579	Human	Digestive system	Host-associated
0.008264463	Human	Digestive system	Host-associated
0.03125	Human	Digestive system	Host-associated
0.0125	Human	Digestive system	Host-associated
0.011235955	Human	Digestive system	Host-associated
0.142857143	Human	Digestive system	Host-associated
0.071428571	Human	Digestive system	Host-associated
0.006410256	Human	Digestive system	Host-associated
0.008333333	Human	Digestive system	Host-associated
0.007352941	Human	Digestive system	Host-associated
0.008196721	Human	Digestive system	Host-associated
0.008	Human	Digestive system	Host-associated
0.005524862	Human	Digestive system	Host-associated
0.015873016	Human	Digestive system	Host-associated
0.00877193	Human	Digestive system	Host-associated
0.017241379	Human	Digestive system	Host-associated
0.005714286	Human	Digestive system	Host-associated
0.010526316	Human	Digestive system	Host-associated
0.013888889	Human	Digestive system	Host-associated
0.006410256	Human	Digestive system	Host-associated
0.005649718	Human	Digestive system	Host-associated
0.00591716	Human	Digestive system	Host-associated
0.009708738	Human	Digestive system	Host-associated
0.047619048	Human	Digestive system	Host-associated
0.010526316	Human	Digestive system	Host-associated
0.007633588	Human	Digestive system	Host-associated
0.090909091	Human	Digestive system	Host-associated
0.014925373	Human	Digestive system	Host-associated
0.017857143	Human	Digestive system	Host-associated
0.006369427	Human	Digestive system	Host-associated
0.088495575	Human	Digestive system	Host-associated
0.087804878	Human	Digestive system	Host-associated
0.086538462	Human	Digestive system	Host-associated
0.085714286	Human	Digestive system	Host-associated
0.085714286	Human	Digestive system	Host-associated
0.084615385	Human	Digestive system	Host-associated
0.084577114	Human	Digestive system	Host-associated
0.084415584	Human	Digestive system	Host-associated
0.083333333	Human	Digestive system	Host-associated
0.083333333	Human	Digestive system	Host-associated
0.083333333	Human	Digestive system	Host-associated
0.083333333	Human	Digestive system	Host-associated
0.083333333	Human	Digestive system	Host-associated
0.082089552	Human	Digestive system	Host-associated
0.080769231	Human	Digestive system	Host-associated
0.080357143	Human	Digestive system	Host-associated
0.08	Human	Digestive system	Host-associated
0.078947368	Human	Digestive system	Host-associated
0.078571429	Human	Digestive system	Host-associated
0.076923077	Human	Digestive system	Host-associated
0.076923077	Human	Digestive system	Host-associated
0.076923077	Human	Digestive system	Host-associated
0.076923077	Human	Digestive system	Host-associated
0.075376884	Human	Digestive system	Host-associated
0.075	Human	Digestive system	Host-associated
0.074380165	Human	Digestive system	Host-associated
0.074074074	Human	Digestive system	Host-associated
0.074074074	Human	Digestive system	Host-associated
0.073863636	Human	Digestive system	Host-associated
0.073170732	Human	Digestive system	Host-associated
0.072815534	Human	Digestive system	Host-associated
0.071428571	Human	Digestive system	Host-associated
0.071428571	Human	Digestive system	Host-associated
0.071428571	Human	Digestive system	Host-associated
0.071428571	Human	Digestive system	Host-associated
0.070512821	Human	Digestive system	Host-associated
0.06993007	Human	Digestive system	Host-associated
0.068181818	Human	Digestive system	Host-associated
0.067164179	Human	Digestive system	Host-associated
0.066666667	Human	Digestive system	Host-associated
0.066371681	Human	Digestive system	Host-associated
0.065454545	Human	Digestive system	Host-associated
0.065	Human	Digestive system	Host-associated
0.064935065	Human	Digestive system	Host-associated
0.064516129	Human	Digestive system	Host-associated
0.064516129	Human	Digestive system	Host-associated
0.064356436	Human	Digestive system	Host-associated
0.064327485	Human	Digestive system	Host-associated
0.0625	Human	Digestive system	Host-associated
0.061538462	Human	Digestive system	Host-associated
0.06097561	Human	Digestive system	Host-associated
0.060810811	Human	Digestive system	Host-associated
0.060150376	Human	Digestive system	Host-associated
0.060085837	Human	Digestive system	Host-associated
0.059649123	Human	Digestive system	Host-associated
0.059574468	Human	Digestive system	Host-associated
0.059561129	Human	Digestive system	Host-associated
0.059288538	Human	Digestive system	Host-associated
0.058823529	Human	Digestive system	Host-associated
0.058035714	Human	Digestive system	Host-associated
0.057761733	Human	Digestive system	Host-associated
0.057324841	Human	Digestive system	Host-associated
0.057034221	Human	Digestive system	Host-associated
0.056338028	Human	Digestive system	Host-associated
0.054945055	Human	Digestive system	Host-associated
0.054794521	Human	Digestive system	Host-associated
0.054054054	Human	Digestive system	Host-associated
0.053763441	Human	Digestive system	Host-associated
0.053571429	Human	Digestive system	Host-associated
0.053435115	Human	Digestive system	Host-associated
0.052631579	Human	Digestive system	Host-associated
0.051948052	Human	Digestive system	Host-associated
0.051851852	Human	Digestive system	Host-associated
0.051724138	Human	Digestive system	Host-associated
0.051587302	Human	Digestive system	Host-associated
0.051094891	Human	Digestive system	Host-associated
0.05106383	Human	Digestive system	Host-associated
0.051020408	Human	Digestive system	Host-associated
0.050359712	Human	Digestive system	Host-associated
0.049180328	Human	Digestive system	Host-associated
0.049180328	Human	Digestive system	Host-associated
0.048192771	Human	Digestive system	Host-associated
0.047945205	Human	Digestive system	Host-associated
0.047619048	Human	Digestive system	Host-associated
0.047619048	Human	Digestive system	Host-associated
0.047619048	Human	Digestive system	Host-associated
0.046979866	Human	Digestive system	Host-associated
0.046082949	Human	Digestive system	Host-associated
0.046025105	Human	Digestive system	Host-associated
0.045454545	Human	Digestive system	Host-associated
0.045454545	Human	Digestive system	Host-associated
0.044776119	Human	Digestive system	Host-associated
0.044715447	Human	Digestive system	Host-associated
0.044692737	Human	Digestive system	Host-associated
0.044642857	Human	Digestive system	Host-associated
0.043859649	Human	Digestive system	Host-associated
0.043478261	Human	Digestive system	Host-associated
0.042635659	Human	Digestive system	Host-associated
0.042372881	Human	Digestive system	Host-associated
0.042042042	Human	Digestive system	Host-associated
0.041666667	Human	Digestive system	Host-associated
0.041666667	Human	Digestive system	Host-associated
0.041666667	Human	Digestive system	Host-associated
0.041666667	Human	Digestive system	Host-associated
0.041322314	Human	Digestive system	Host-associated
0.04109589	Human	Digestive system	Host-associated
0.040816327	Human	Digestive system	Host-associated
0.040268456	Human	Digestive system	Host-associated
0.04	Human	Digestive system	Host-associated
0.04	Human	Digestive system	Host-associated
0.039215686	Human	Digestive system	Host-associated
0.039215686	Human	Digestive system	Host-associated
0.038834951	Human	Digestive system	Host-associated
0.038647343	Human	Digestive system	Host-associated
0.038251366	Human	Digestive system	Host-associated
0.037735849	Human	Digestive system	Host-associated
0.037593985	Human	Digestive system	Host-associated
0.037593985	Human	Digestive system	Host-associated
0.037593985	Human	Digestive system	Host-associated
0.037558685	Human	Digestive system	Host-associated
0.037313433	Human	Digestive system	Host-associated
0.037037037	Human	Digestive system	Host-associated
0.037037037	Human	Digestive system	Host-associated
0.037037037	Human	Digestive system	Host-associated
0.036144578	Human	Digestive system	Host-associated
0.035714286	Human	Digestive system	Host-associated
0.034965035	Human	Digestive system	Host-associated
0.034883721	Human	Digestive system	Host-associated
0.034653465	Human	Digestive system	Host-associated
0.034482759	Human	Digestive system	Host-associated
0.034482759	Human	Digestive system	Host-associated
0.034246575	Human	Digestive system	Host-associated
0.034090909	Human	Digestive system	Host-associated
0.033898305	Human	Digestive system	Host-associated
0.033492823	Human	Digestive system	Host-associated
0.033333333	Human	Digestive system	Host-associated
0.032786885	Human	Digestive system	Host-associated
0.03255814	Human	Digestive system	Host-associated
0.032467532	Human	Digestive system	Host-associated
0.032258065	Human	Digestive system	Host-associated
0.03196347	Human	Digestive system	Host-associated
0.03125	Human	Digestive system	Host-associated
0.030864198	Human	Digestive system	Host-associated
0.030864198	Human	Digestive system	Host-associated
0.030769231	Human	Digestive system	Host-associated
0.030487805	Human	Digestive system	Host-associated
0.03030303	Human	Digestive system	Host-associated
0.03030303	Human	Digestive system	Host-associated
0.030075188	Human	Digestive system	Host-associated
0.02970297	Human	Digestive system	Host-associated
0.02962963	Human	Digestive system	Host-associated
0.029239766	Human	Digestive system	Host-associated
0.02919708	Human	Digestive system	Host-associated
0.028985507	Human	Digestive system	Host-associated
0.028846154	Human	Digestive system	Host-associated
0.028776978	Human	Digestive system	Host-associated
0.028571429	Human	Digestive system	Host-associated
0.028037383	Human	Digestive system	Host-associated
0.028	Human	Digestive system	Host-associated
0.027692308	Human	Digestive system	Host-associated
0.027472527	Human	Digestive system	Host-associated
0.027210884	Human	Digestive system	Host-associated
0.027173913	Human	Digestive system	Host-associated
0.027027027	Human	Digestive system	Host-associated
0.027027027	Human	Digestive system	Host-associated
0.026819923	Human	Digestive system	Host-associated
0.026666667	Human	Digestive system	Host-associated
0.026595745	Human	Digestive system	Host-associated
0.026442308	Human	Digestive system	Host-associated
0.026315789	Human	Digestive system	Host-associated
0.026315789	Human	Digestive system	Host-associated
0.025974026	Human	Digestive system	Host-associated
0.025862069	Human	Digestive system	Host-associated
0.025316456	Human	Digestive system	Host-associated
0.025089606	Human	Digestive system	Host-associated
0.024691358	Human	Digestive system	Host-associated
0.024590164	Human	Digestive system	Host-associated
0.024390244	Human	Digestive system	Host-associated
0.024193548	Human	Digestive system	Host-associated
0.024038462	Human	Digestive system	Host-associated
0.024	Human	Digestive system	Host-associated
0.023809524	Human	Digestive system	Host-associated
0.023809524	Human	Digestive system	Host-associated
0.023728814	Human	Digestive system	Host-associated
0.0234375	Human	Digestive system	Host-associated
0.023255814	Human	Digestive system	Host-associated
0.023255814	Human	Digestive system	Host-associated
0.023255814	Human	Digestive system	Host-associated
0.023166023	Human	Digestive system	Host-associated
0.023121387	Human	Digestive system	Host-associated
0.022727273	Human	Digestive system	Host-associated
0.022727273	Human	Digestive system	Host-associated
0.022727273	Human	Digestive system	Host-associated
0.022727273	Human	Digestive system	Host-associated
0.022556391	Human	Digestive system	Host-associated
0.022222222	Human	Digestive system	Host-associated
0.021978022	Human	Digestive system	Host-associated
0.021834061	Human	Digestive system	Host-associated
0.02173913	Human	Digestive system	Host-associated
0.02173913	Human	Digestive system	Host-associated
0.021582734	Human	Digestive system	Host-associated
0.021428571	Human	Digestive system	Host-associated
0.021406728	Human	Digestive system	Host-associated
0.021352313	Human	Digestive system	Host-associated
0.020942408	Human	Digestive system	Host-associated
0.020833333	Human	Digestive system	Host-associated
0.020618557	Human	Digestive system	Host-associated
0.020618557	Human	Digestive system	Host-associated
0.020408163	Human	Digestive system	Host-associated
0.020408163	Human	Digestive system	Host-associated
0.02027027	Human	Digestive system	Host-associated
0.020134228	Human	Digestive system	Host-associated
0.02	Human	Digestive system	Host-associated
0.01984127	Human	Digestive system	Host-associated
0.01980198	Human	Digestive system	Host-associated
0.019704433	Human	Digestive system	Host-associated
0.019292605	Human	Digestive system	Host-associated
0.019230769	Human	Digestive system	Host-associated
0.019230769	Human	Digestive system	Host-associated
0.019230769	Human	Digestive system	Host-associated
0.019230769	Human	Digestive system	Host-associated
