Normalized_ACC	Class	Order	Collapsed_Ord
0	Human	Respiratory system	Host-associated
0	Human	Respiratory system	Host-associated
0	Human	Respiratory system	Host-associated
0	Human	Respiratory system	Host-associated
0	Human	Respiratory system	Host-associated
0	Human	Respiratory system	Host-associated
0.055555556	Mollusca	Respiratory system	Host-associated
0.071428571	Mollusca	Respiratory system	Host-associated
0.060200669	Mollusca	Respiratory system	Host-associated
0.057142857	Mollusca	Respiratory system	Host-associated
0.037936267	Mollusca	Respiratory system	Host-associated
0.028901734	Mollusca	Respiratory system	Host-associated
0.02739726	Mollusca	Respiratory system	Host-associated
0	Mollusca	Respiratory system	Host-associated
0	Mollusca	Shell	Host-associated
0	Modeled	Simulated communities (microbial mixture)	Host-associated
0	Modeled	Simulated communities (microbial mixture)	Host-associated
0	Modeled	Simulated communities (microbial mixture)	Host-associated
0	Modeled	Simulated communities (microbial mixture)	Host-associated
0	Modeled	Simulated communities (microbial mixture)	Host-associated
0	Modeled	Simulated communities (microbial mixture)	Host-associated
0	Human	Skin	Host-associated
0.166666667	Human	Skin	Host-associated
0.142857143	Human	Skin	Host-associated
0.08	Human	Skin	Host-associated
0.06	Human	Skin	Host-associated
0	Human	Skin	Host-associated
0	Human	Skin	Host-associated
0	Human	Skin	Host-associated
0	Human	Skin	Host-associated
0	Human	Skin	Host-associated
0	Human	Skin	Host-associated
0	Human	Skin	Host-associated
0	Human	Skin	Host-associated
0	Human	Skin	Host-associated
0	Human	Skin	Host-associated
0	Human	Skin	Host-associated
0	Human	Skin	Host-associated
0	Human	Skin	Host-associated
0	Human	Skin	Host-associated
0	Human	Skin	Host-associated
0	Human	Skin	Host-associated
0	Human	Skin	Host-associated
0	Human	Skin	Host-associated
0	Human	Skin	Host-associated
0	Human	Skin	Host-associated
0	Human	Skin	Host-associated
0	Human	Skin	Host-associated
0.041874377	Tunicates	Ascidians	Marine
0.038461538	Tunicates	Ascidians	Marine
0.038130381	Tunicates	Ascidians	Marine
0.024128686	Tunicates	Ascidians	Marine
0	Tunicates	Ascidians	Marine
0	Tunicates	Ascidians	Marine
0	Tunicates	Ascidians	Marine
0	Tunicates	Ascidians	Marine
0.07486631	Invertebrates	Cnidaria	Marine
0.074324324	Invertebrates	Cnidaria	Marine
0.073571429	Invertebrates	Cnidaria	Marine
0.066666667	Invertebrates	Cnidaria	Marine
0.057142857	Invertebrates	Cnidaria	Marine
0.053719008	Invertebrates	Cnidaria	Marine
0.04	Invertebrates	Cnidaria	Marine
0.808080808	Aquatic	Marine	Marine
0.760752688	Aquatic	Marine	Marine
0.652680653	Aquatic	Marine	Marine
0.558943089	Aquatic	Marine	Marine
0.549473684	Aquatic	Marine	Marine
0.546031746	Aquatic	Marine	Marine
0.5	Aquatic	Marine	Marine
0.5	Aquatic	Marine	Marine
0.5	Aquatic	Marine	Marine
0.5	Aquatic	Marine	Marine
0.5	Aquatic	Marine	Marine
0.5	Aquatic	Marine	Marine
0.493975904	Aquatic	Marine	Marine
0.451612903	Aquatic	Marine	Marine
0.450301719	Aquatic	Marine	Marine
0.375	Aquatic	Marine	Marine
0.347222222	Aquatic	Marine	Marine
0.33967499	Aquatic	Marine	Marine
0.333333333	Aquatic	Marine	Marine
0.321428571	Aquatic	Marine	Marine
0.316698656	Aquatic	Marine	Marine
0.314510834	Aquatic	Marine	Marine
0.312965723	Aquatic	Marine	Marine
0.308228731	Aquatic	Marine	Marine
0.29004329	Aquatic	Marine	Marine
0.284232365	Aquatic	Marine	Marine
0.28164557	Aquatic	Marine	Marine
0.270737913	Aquatic	Marine	Marine
0.26984127	Aquatic	Marine	Marine
0.264150943	Aquatic	Marine	Marine
0.254730713	Aquatic	Marine	Marine
0.250431779	Aquatic	Marine	Marine
0.25	Aquatic	Marine	Marine
0.244604317	Aquatic	Marine	Marine
0.243243243	Aquatic	Marine	Marine
0.241758242	Aquatic	Marine	Marine
0.24060646	Aquatic	Marine	Marine
0.239583333	Aquatic	Marine	Marine
0.23880597	Aquatic	Marine	Marine
0.236842105	Aquatic	Marine	Marine
0.23442623	Aquatic	Marine	Marine
0.229299363	Aquatic	Marine	Marine
0.227390181	Aquatic	Marine	Marine
0.225806452	Aquatic	Marine	Marine
0.225352113	Aquatic	Marine	Marine
0.225	Aquatic	Marine	Marine
0.22147651	Aquatic	Marine	Marine
0.217687075	Aquatic	Marine	Marine
0.214285714	Aquatic	Marine	Marine
0.213636364	Aquatic	Marine	Marine
0.205128205	Aquatic	Marine	Marine
0.202312139	Aquatic	Marine	Marine
0.201388889	Aquatic	Marine	Marine
0.194528875	Aquatic	Marine	Marine
0.193478782	Aquatic	Marine	Marine
0.192307692	Aquatic	Marine	Marine
0.192307692	Aquatic	Marine	Marine
0.1875	Aquatic	Marine	Marine
0.186813187	Aquatic	Marine	Marine
0.184210526	Aquatic	Marine	Marine
0.182352941	Aquatic	Marine	Marine
0.181818182	Aquatic	Marine	Marine
0.180597015	Aquatic	Marine	Marine
0.17862166	Aquatic	Marine	Marine
0.176100629	Aquatic	Marine	Marine
0.171836735	Aquatic	Marine	Marine
0.171511628	Aquatic	Marine	Marine
0.170212766	Aquatic	Marine	Marine
0.169811321	Aquatic	Marine	Marine
0.169421488	Aquatic	Marine	Marine
0.166944908	Aquatic	Marine	Marine
0.163687151	Aquatic	Marine	Marine
0.161764706	Aquatic	Marine	Marine
0.160591133	Aquatic	Marine	Marine
0.159247361	Aquatic	Marine	Marine
0.157660521	Aquatic	Marine	Marine
0.157422969	Aquatic	Marine	Marine
0.155956679	Aquatic	Marine	Marine
0.154150198	Aquatic	Marine	Marine
0.152794293	Aquatic	Marine	Marine
0.152216749	Aquatic	Marine	Marine
0.151515152	Aquatic	Marine	Marine
0.151140684	Aquatic	Marine	Marine
0.151079137	Aquatic	Marine	Marine
0.150943396	Aquatic	Marine	Marine
0.15015145	Aquatic	Marine	Marine
0.14957667	Aquatic	Marine	Marine
0.14893617	Aquatic	Marine	Marine
0.146708961	Aquatic	Marine	Marine
0.146321746	Aquatic	Marine	Marine
0.145522388	Aquatic	Marine	Marine
0.14479638	Aquatic	Marine	Marine
0.142857143	Aquatic	Marine	Marine
0.141374838	Aquatic	Marine	Marine
0.139197267	Aquatic	Marine	Marine
0.139093783	Aquatic	Marine	Marine
0.138497653	Aquatic	Marine	Marine
0.138461538	Aquatic	Marine	Marine
0.138461538	Aquatic	Marine	Marine
0.136645963	Aquatic	Marine	Marine
0.136363636	Aquatic	Marine	Marine
0.135446686	Aquatic	Marine	Marine
0.135079256	Aquatic	Marine	Marine
0.134615385	Aquatic	Marine	Marine
0.133730374	Aquatic	Marine	Marine
0.133531157	Aquatic	Marine	Marine
0.133368201	Aquatic	Marine	Marine
0.133287765	Aquatic	Marine	Marine
0.132674665	Aquatic	Marine	Marine
0.132450331	Aquatic	Marine	Marine
0.132231405	Aquatic	Marine	Marine
0.132140399	Aquatic	Marine	Marine
0.131914894	Aquatic	Marine	Marine
0.131590414	Aquatic	Marine	Marine
0.130177515	Aquatic	Marine	Marine
0.127964427	Aquatic	Marine	Marine
0.127771295	Aquatic	Marine	Marine
0.127431254	Aquatic	Marine	Marine
0.12741652	Aquatic	Marine	Marine
0.126666667	Aquatic	Marine	Marine
0.126436782	Aquatic	Marine	Marine
0.126436782	Aquatic	Marine	Marine
0.125984252	Aquatic	Marine	Marine
0.12567714	Aquatic	Marine	Marine
0.125508425	Aquatic	Marine	Marine
0.125	Aquatic	Marine	Marine
0.124116608	Aquatic	Marine	Marine
0.123893805	Aquatic	Marine	Marine
0.123773937	Aquatic	Marine	Marine
0.12345679	Aquatic	Marine	Marine
0.123428571	Aquatic	Marine	Marine
0.122862286	Aquatic	Marine	Marine
0.122382199	Aquatic	Marine	Marine
0.122162884	Aquatic	Marine	Marine
0.121921182	Aquatic	Marine	Marine
0.121495327	Aquatic	Marine	Marine
0.121212121	Aquatic	Marine	Marine
0.120579463	Aquatic	Marine	Marine
0.119601329	Aquatic	Marine	Marine
0.118881119	Aquatic	Marine	Marine
0.118243243	Aquatic	Marine	Marine
0.117073171	Aquatic	Marine	Marine
0.116929485	Aquatic	Marine	Marine
0.116875713	Aquatic	Marine	Marine
0.116609784	Aquatic	Marine	Marine
0.116498741	Aquatic	Marine	Marine
0.11589404	Aquatic	Marine	Marine
0.115197404	Aquatic	Marine	Marine
0.114285714	Aquatic	Marine	Marine
0.114285714	Aquatic	Marine	Marine
0.114254021	Aquatic	Marine	Marine
0.113501883	Aquatic	Marine	Marine
0.11299435	Aquatic	Marine	Marine
0.112860892	Aquatic	Marine	Marine
0.112074716	Aquatic	Marine	Marine
0.111432706	Aquatic	Marine	Marine
0.111186903	Aquatic	Marine	Marine
0.111179361	Aquatic	Marine	Marine
0.111111111	Aquatic	Marine	Marine
0.111111111	Aquatic	Marine	Marine
0.110980622	Aquatic	Marine	Marine
0.110933759	Aquatic	Marine	Marine
0.110898662	Aquatic	Marine	Marine
0.109986505	Aquatic	Marine	Marine
0.109829764	Aquatic	Marine	Marine
0.109090909	Aquatic	Marine	Marine
0.108873975	Aquatic	Marine	Marine
0.108582575	Aquatic	Marine	Marine
0.107142857	Aquatic	Marine	Marine
0.106796117	Aquatic	Marine	Marine
0.106753813	Aquatic	Marine	Marine
0.106666667	Aquatic	Marine	Marine
0.106557377	Aquatic	Marine	Marine
0.106269113	Aquatic	Marine	Marine
0.105565371	Aquatic	Marine	Marine
0.105451937	Aquatic	Marine	Marine
0.105263158	Aquatic	Marine	Marine
0.104972376	Aquatic	Marine	Marine
0.104593248	Aquatic	Marine	Marine
0.103633361	Aquatic	Marine	Marine
0.102880658	Aquatic	Marine	Marine
0.102678571	Aquatic	Marine	Marine
0.102409639	Aquatic	Marine	Marine
0.102358254	Aquatic	Marine	Marine
0.102040816	Aquatic	Marine	Marine
0.101265823	Aquatic	Marine	Marine
0.101256467	Aquatic	Marine	Marine
0.101241643	Aquatic	Marine	Marine
0.101165501	Aquatic	Marine	Marine
0.100806452	Aquatic	Marine	Marine
0.100507614	Aquatic	Marine	Marine
0.100222717	Aquatic	Marine	Marine
0.1	Aquatic	Marine	Marine
0.1	Aquatic	Marine	Marine
0.099717115	Aquatic	Marine	Marine
0.099212598	Aquatic	Marine	Marine
0.099164345	Aquatic	Marine	Marine
0.098498079	Aquatic	Marine	Marine
0.097730139	Aquatic	Marine	Marine
0.097678493	Aquatic	Marine	Marine
0.097643098	Aquatic	Marine	Marine
0.097323601	Aquatic	Marine	Marine
0.097261654	Aquatic	Marine	Marine
0.097033685	Aquatic	Marine	Marine
0.096774194	Aquatic	Marine	Marine
0.096774194	Aquatic	Marine	Marine
0.095041322	Aquatic	Marine	Marine
0.094855305	Aquatic	Marine	Marine
0.094626168	Aquatic	Marine	Marine
0.094594595	Aquatic	Marine	Marine
0.094594595	Aquatic	Marine	Marine
0.094513851	Aquatic	Marine	Marine
0.094488189	Aquatic	Marine	Marine
0.093333333	Aquatic	Marine	Marine
0.093023256	Aquatic	Marine	Marine
0.092592593	Aquatic	Marine	Marine
0.09239364	Aquatic	Marine	Marine
0.092307692	Aquatic	Marine	Marine
0.091817614	Aquatic	Marine	Marine
0.091703057	Aquatic	Marine	Marine
0.090909091	Aquatic	Marine	Marine
0.090909091	Aquatic	Marine	Marine
0.090512541	Aquatic	Marine	Marine
0.089746323	Aquatic	Marine	Marine
0.089673913	Aquatic	Marine	Marine
0.089514066	Aquatic	Marine	Marine
0.089419476	Aquatic	Marine	Marine
0.089285714	Aquatic	Marine	Marine
0.089268756	Aquatic	Marine	Marine
0.089056604	Aquatic	Marine	Marine
0.088873338	Aquatic	Marine	Marine
0.088495575	Aquatic	Marine	Marine
0.087912088	Aquatic	Marine	Marine
0.087651123	Aquatic	Marine	Marine
0.087301587	Aquatic	Marine	Marine
0.08721887	Aquatic	Marine	Marine
0.086956522	Aquatic	Marine	Marine
0.086656819	Aquatic	Marine	Marine
0.086633663	Aquatic	Marine	Marine
0.08650519	Aquatic	Marine	Marine
0.08647343	Aquatic	Marine	Marine
0.086106172	Aquatic	Marine	Marine
0.085795455	Aquatic	Marine	Marine
0.085714286	Aquatic	Marine	Marine
0.085084034	Aquatic	Marine	Marine
0.085052843	Aquatic	Marine	Marine
0.083665339	Aquatic	Marine	Marine
0.083478868	Aquatic	Marine	Marine
0.083333333	Aquatic	Marine	Marine
0.083333333	Aquatic	Marine	Marine
0.082089552	Aquatic	Marine	Marine
0.081961471	Aquatic	Marine	Marine
0.081871345	Aquatic	Marine	Marine
0.081843191	Aquatic	Marine	Marine
0.081532547	Aquatic	Marine	Marine
0.081204034	Aquatic	Marine	Marine
0.081081081	Aquatic	Marine	Marine
0.081081081	Aquatic	Marine	Marine
0.080591321	Aquatic	Marine	Marine
0.080188679	Aquatic	Marine	Marine
0.079646018	Aquatic	Marine	Marine
0.079545455	Aquatic	Marine	Marine
0.079329249	Aquatic	Marine	Marine
0.078947368	Aquatic	Marine	Marine
0.078880407	Aquatic	Marine	Marine
0.078801916	Aquatic	Marine	Marine
0.078616352	Aquatic	Marine	Marine
0.078439965	Aquatic	Marine	Marine
0.078431373	Aquatic	Marine	Marine
0.078069831	Aquatic	Marine	Marine
0.077868852	Aquatic	Marine	Marine
0.077669903	Aquatic	Marine	Marine
0.076923077	Aquatic	Marine	Marine
0.076923077	Aquatic	Marine	Marine
0.075412762	Aquatic	Marine	Marine
0.075144509	Aquatic	Marine	Marine
0.075	Aquatic	Marine	Marine
0.0749694	Aquatic	Marine	Marine
0.074777671	Aquatic	Marine	Marine
0.074766355	Aquatic	Marine	Marine
0.073775573	Aquatic	Marine	Marine
0.073670792	Aquatic	Marine	Marine
0.073631341	Aquatic	Marine	Marine
0.072916667	Aquatic	Marine	Marine
0.072895958	Aquatic	Marine	Marine
0.072853975	Aquatic	Marine	Marine
0.072364317	Aquatic	Marine	Marine
0.072222222	Aquatic	Marine	Marine
0.07208238	Aquatic	Marine	Marine
0.07162726	Aquatic	Marine	Marine
0.071428571	Aquatic	Marine	Marine
0.071428571	Aquatic	Marine	Marine
0.071339174	Aquatic	Marine	Marine
0.071302037	Aquatic	Marine	Marine
0.071246819	Aquatic	Marine	Marine
0.071138211	Aquatic	Marine	Marine
0.07102253	Aquatic	Marine	Marine
0.070967742	Aquatic	Marine	Marine
0.070833333	Aquatic	Marine	Marine
0.070830579	Aquatic	Marine	Marine
0.07079646	Aquatic	Marine	Marine
0.070595099	Aquatic	Marine	Marine
0.070512821	Aquatic	Marine	Marine
0.07037341	Aquatic	Marine	Marine
0.070240296	Aquatic	Marine	Marine
0.069679849	Aquatic	Marine	Marine
0.068965517	Aquatic	Marine	Marine
0.068707058	Aquatic	Marine	Marine
0.068639798	Aquatic	Marine	Marine
0.068548387	Aquatic	Marine	Marine
0.068181818	Aquatic	Marine	Marine
0.068107667	Aquatic	Marine	Marine
0.066956593	Aquatic	Marine	Marine
0.066878981	Aquatic	Marine	Marine
0.066878981	Aquatic	Marine	Marine
0.066666667	Aquatic	Marine	Marine
0.066666667	Aquatic	Marine	Marine
0.066519726	Aquatic	Marine	Marine
0.066248678	Aquatic	Marine	Marine
0.065939063	Aquatic	Marine	Marine
0.065164924	Aquatic	Marine	Marine
0.064935065	Aquatic	Marine	Marine
0.064930162	Aquatic	Marine	Marine
0.064864865	Aquatic	Marine	Marine
0.064748201	Aquatic	Marine	Marine
0.064705882	Aquatic	Marine	Marine
0.064516129	Aquatic	Marine	Marine
0.064449064	Aquatic	Marine	Marine
0.064377682	Aquatic	Marine	Marine
0.064102564	Aquatic	Marine	Marine
0.063829787	Aquatic	Marine	Marine
0.063516654	Aquatic	Marine	Marine
0.063063063	Aquatic	Marine	Marine
0.062525244	Aquatic	Marine	Marine
0.0625	Aquatic	Marine	Marine
0.0625	Aquatic	Marine	Marine
0.0625	Aquatic	Marine	Marine
0.062222222	Aquatic	Marine	Marine
0.062015504	Aquatic	Marine	Marine
0.061771562	Aquatic	Marine	Marine
0.061403509	Aquatic	Marine	Marine
0.061119293	Aquatic	Marine	Marine
0.06062573	Aquatic	Marine	Marine
0.060519218	Aquatic	Marine	Marine
0.060483871	Aquatic	Marine	Marine
0.06046777	Aquatic	Marine	Marine
0.060294956	Aquatic	Marine	Marine
0.06013363	Aquatic	Marine	Marine
0.059895833	Aquatic	Marine	Marine
0.059701493	Aquatic	Marine	Marine
0.059459459	Aquatic	Marine	Marine
0.059337039	Aquatic	Marine	Marine
0.059171598	Aquatic	Marine	Marine
0.059090909	Aquatic	Marine	Marine
0.058988764	Aquatic	Marine	Marine
0.058876004	Aquatic	Marine	Marine
0.058823529	Aquatic	Marine	Marine
0.058608059	Aquatic	Marine	Marine
0.058374365	Aquatic	Marine	Marine
0.058049887	Aquatic	Marine	Marine
0.057293783	Aquatic	Marine	Marine
0.057192677	Aquatic	Marine	Marine
0.057142857	Aquatic	Marine	Marine
0.057094634	Aquatic	Marine	Marine
0.05702067	Aquatic	Marine	Marine
0.056755767	Aquatic	Marine	Marine
0.05667789	Aquatic	Marine	Marine
0.056338028	Aquatic	Marine	Marine
0.056158451	Aquatic	Marine	Marine
0.056151941	Aquatic	Marine	Marine
0.056	Aquatic	Marine	Marine
0.055813953	Aquatic	Marine	Marine
0.055648038	Aquatic	Marine	Marine
0.055045872	Aquatic	Marine	Marine
0.054846939	Aquatic	Marine	Marine
0.054835494	Aquatic	Marine	Marine
0.054794521	Aquatic	Marine	Marine
0.054679803	Aquatic	Marine	Marine
0.054644809	Aquatic	Marine	Marine
0.054584222	Aquatic	Marine	Marine
0.054174397	Aquatic	Marine	Marine
0.054148142	Aquatic	Marine	Marine
0.054054054	Aquatic	Marine	Marine
0.053846154	Aquatic	Marine	Marine
0.053846154	Aquatic	Marine	Marine
0.053844019	Aquatic	Marine	Marine
0.053763441	Aquatic	Marine	Marine
0.053595658	Aquatic	Marine	Marine
0.053595556	Aquatic	Marine	Marine
0.053548661	Aquatic	Marine	Marine
0.053433604	Aquatic	Marine	Marine
0.053333333	Aquatic	Marine	Marine
0.053254438	Aquatic	Marine	Marine
0.053227442	Aquatic	Marine	Marine
0.053191489	Aquatic	Marine	Marine
0.053003534	Aquatic	Marine	Marine
0.052380952	Aquatic	Marine	Marine
0.052035817	Aquatic	Marine	Marine
0.052	Aquatic	Marine	Marine
0.051948052	Aquatic	Marine	Marine
0.051886792	Aquatic	Marine	Marine
0.051695616	Aquatic	Marine	Marine
0.051455238	Aquatic	Marine	Marine
0.051340559	Aquatic	Marine	Marine
0.051282051	Aquatic	Marine	Marine
0.051278103	Aquatic	Marine	Marine
0.051142006	Aquatic	Marine	Marine
0.050847458	Aquatic	Marine	Marine
0.050761421	Aquatic	Marine	Marine
0.050387597	Aquatic	Marine	Marine
0.050243112	Aquatic	Marine	Marine
0.050243112	Aquatic	Marine	Marine
0.05	Aquatic	Marine	Marine
0.05	Aquatic	Marine	Marine
0.049869905	Aquatic	Marine	Marine
0.049668874	Aquatic	Marine	Marine
0.049599507	Aquatic	Marine	Marine
0.048780488	Aquatic	Marine	Marine
0.048769674	Aquatic	Marine	Marine
0.048717949	Aquatic	Marine	Marine
0.048573631	Aquatic	Marine	Marine
0.048492017	Aquatic	Marine	Marine
0.048489666	Aquatic	Marine	Marine
0.048476873	Aquatic	Marine	Marine
0.048302872	Aquatic	Marine	Marine
0.048148148	Aquatic	Marine	Marine
0.048076923	Aquatic	Marine	Marine
0.048044294	Aquatic	Marine	Marine
0.048034934	Aquatic	Marine	Marine
0.047940581	Aquatic	Marine	Marine
0.04778157	Aquatic	Marine	Marine
0.047715508	Aquatic	Marine	Marine
0.047653959	Aquatic	Marine	Marine
0.047619048	Aquatic	Marine	Marine
0.047619048	Aquatic	Marine	Marine
0.047491039	Aquatic	Marine	Marine
0.047402597	Aquatic	Marine	Marine
0.047373358	Aquatic	Marine	Marine
0.047264607	Aquatic	Marine	Marine
0.047114682	Aquatic	Marine	Marine
0.047051635	Aquatic	Marine	Marine
0.047030093	Aquatic	Marine	Marine
0.046734955	Aquatic	Marine	Marine
0.04660906	Aquatic	Marine	Marine
0.046564885	Aquatic	Marine	Marine
0.046560403	Aquatic	Marine	Marine
0.046511628	Aquatic	Marine	Marine
0.046168244	Aquatic	Marine	Marine
0.045899172	Aquatic	Marine	Marine
0.045806068	Aquatic	Marine	Marine
0.045742815	Aquatic	Marine	Marine
0.045454545	Aquatic	Marine	Marine
0.045337896	Aquatic	Marine	Marine
0.044906496	Aquatic	Marine	Marine
0.044776119	Aquatic	Marine	Marine
0.044725328	Aquatic	Marine	Marine
0.044661191	Aquatic	Marine	Marine
0.044219067	Aquatic	Marine	Marine
0.043814433	Aquatic	Marine	Marine
0.043742406	Aquatic	Marine	Marine
0.043728187	Aquatic	Marine	Marine
0.043220634	Aquatic	Marine	Marine
0.043022036	Aquatic	Marine	Marine
0.042926829	Aquatic	Marine	Marine
0.042915531	Aquatic	Marine	Marine
0.042903321	Aquatic	Marine	Marine
0.042813456	Aquatic	Marine	Marine
0.042688081	Aquatic	Marine	Marine
0.042625169	Aquatic	Marine	Marine
0.042536328	Aquatic	Marine	Marine
0.04243159	Aquatic	Marine	Marine
0.042428198	Aquatic	Marine	Marine
0.042171595	Aquatic	Marine	Marine
0.041984733	Aquatic	Marine	Marine
0.041884817	Aquatic	Marine	Marine
0.041751298	Aquatic	Marine	Marine
0.041721419	Aquatic	Marine	Marine
0.041666667	Aquatic	Marine	Marine
0.041315991	Aquatic	Marine	Marine
0.041252865	Aquatic	Marine	Marine
0.040567951	Aquatic	Marine	Marine
0.04047668	Aquatic	Marine	Marine
0.040312555	Aquatic	Marine	Marine
0.040149393	Aquatic	Marine	Marine
0.040087864	Aquatic	Marine	Marine
0.04	Aquatic	Marine	Marine
0.039858922	Aquatic	Marine	Marine
0.039855072	Aquatic	Marine	Marine
0.039772727	Aquatic	Marine	Marine
0.039551042	Aquatic	Marine	Marine
0.039548023	Aquatic	Marine	Marine
0.039473684	Aquatic	Marine	Marine
0.039282441	Aquatic	Marine	Marine
0.038961039	Aquatic	Marine	Marine
0.038908128	Aquatic	Marine	Marine
0.038781163	Aquatic	Marine	Marine
0.038461538	Aquatic	Marine	Marine
0.038461538	Aquatic	Marine	Marine
0.038436615	Aquatic	Marine	Marine
0.038371182	Aquatic	Marine	Marine
0.038216561	Aquatic	Marine	Marine
0.038167939	Aquatic	Marine	Marine
0.037837838	Aquatic	Marine	Marine
0.037837838	Aquatic	Marine	Marine
0.037546934	Aquatic	Marine	Marine
0.037427225	Aquatic	Marine	Marine
0.037234043	Aquatic	Marine	Marine
0.036863271	Aquatic	Marine	Marine
0.036832413	Aquatic	Marine	Marine
0.036734694	Aquatic	Marine	Marine
0.036620141	Aquatic	Marine	Marine
0.036507259	Aquatic	Marine	Marine
0.036386139	Aquatic	Marine	Marine
0.036347197	Aquatic	Marine	Marine
0.03626943	Aquatic	Marine	Marine
0.036082474	Aquatic	Marine	Marine
0.036078965	Aquatic	Marine	Marine
0.036072144	Aquatic	Marine	Marine
0.035980991	Aquatic	Marine	Marine
0.035911602	Aquatic	Marine	Marine
0.035812672	Aquatic	Marine	Marine
0.035294118	Aquatic	Marine	Marine
0.035276074	Aquatic	Marine	Marine
0.035040431	Aquatic	Marine	Marine
0.034881442	Aquatic	Marine	Marine
0.034862385	Aquatic	Marine	Marine
0.034831725	Aquatic	Marine	Marine
0.034682081	Aquatic	Marine	Marine
0.034482759	Aquatic	Marine	Marine
0.034482759	Aquatic	Marine	Marine
0.034452394	Aquatic	Marine	Marine
0.034427111	Aquatic	Marine	Marine
0.034358047	Aquatic	Marine	Marine
0.034246575	Aquatic	Marine	Marine
0.034216336	Aquatic	Marine	Marine
0.034126628	Aquatic	Marine	Marine
0.033972125	Aquatic	Marine	Marine
0.033837857	Aquatic	Marine	Marine
0.033802817	Aquatic	Marine	Marine
0.033691548	Aquatic	Marine	Marine
0.033673691	Aquatic	Marine	Marine
0.033408393	Aquatic	Marine	Marine
0.033232628	Aquatic	Marine	Marine
0.033112583	Aquatic	Marine	Marine
0.03298415	Aquatic	Marine	Marine
0.032921811	Aquatic	Marine	Marine
0.032835821	Aquatic	Marine	Marine
0.032835821	Aquatic	Marine	Marine
0.032608696	Aquatic	Marine	Marine
0.032608696	Aquatic	Marine	Marine
0.03258188	Aquatic	Marine	Marine
0.032475132	Aquatic	Marine	Marine
0.032334385	Aquatic	Marine	Marine
0.032202216	Aquatic	Marine	Marine
0.032112845	Aquatic	Marine	Marine
0.032105071	Aquatic	Marine	Marine
0.032006565	Aquatic	Marine	Marine
0.03196347	Aquatic	Marine	Marine
0.031839955	Aquatic	Marine	Marine
0.031819456	Aquatic	Marine	Marine
0.031793133	Aquatic	Marine	Marine
0.031674208	Aquatic	Marine	Marine
0.031454979	Aquatic	Marine	Marine
0.031354408	Aquatic	Marine	Marine
0.031329382	Aquatic	Marine	Marine
0.031201248	Aquatic	Marine	Marine
0.031167979	Aquatic	Marine	Marine
0.030932129	Aquatic	Marine	Marine
0.030927835	Aquatic	Marine	Marine
0.030876494	Aquatic	Marine	Marine
0.030674847	Aquatic	Marine	Marine
0.03046535	Aquatic	Marine	Marine
0.03030303	Aquatic	Marine	Marine
0.030202731	Aquatic	Marine	Marine
0.030084034	Aquatic	Marine	Marine
0.029954614	Aquatic	Marine	Marine
0.029931762	Aquatic	Marine	Marine
0.029898338	Aquatic	Marine	Marine
0.029761905	Aquatic	Marine	Marine
0.029667722	Aquatic	Marine	Marine
0.029626183	Aquatic	Marine	Marine
0.029585799	Aquatic	Marine	Marine
0.029569892	Aquatic	Marine	Marine
0.029520295	Aquatic	Marine	Marine
0.02922306	Aquatic	Marine	Marine
0.029110512	Aquatic	Marine	Marine
0.029085873	Aquatic	Marine	Marine
0.029022442	Aquatic	Marine	Marine
0.028940568	Aquatic	Marine	Marine
0.028906131	Aquatic	Marine	Marine
0.028735632	Aquatic	Marine	Marine
0.028571429	Aquatic	Marine	Marine
0.028571429	Aquatic	Marine	Marine
0.028446389	Aquatic	Marine	Marine
0.028368794	Aquatic	Marine	Marine
0.028353326	Aquatic	Marine	Marine
0.028169014	Aquatic	Marine	Marine
0.028154852	Aquatic	Marine	Marine
0.028106958	Aquatic	Marine	Marine
0.027858908	Aquatic	Marine	Marine
0.027777778	Aquatic	Marine	Marine
0.027777778	Aquatic	Marine	Marine
0.02728513	Aquatic	Marine	Marine
0.027147639	Aquatic	Marine	Marine
0.027054108	Aquatic	Marine	Marine
0.026666667	Aquatic	Marine	Marine
0.026515152	Aquatic	Marine	Marine
0.026470588	Aquatic	Marine	Marine
0.026392962	Aquatic	Marine	Marine
0.026392962	Aquatic	Marine	Marine
0.025925926	Aquatic	Marine	Marine
0.025912035	Aquatic	Marine	Marine
0.025773196	Aquatic	Marine	Marine
0.025641026	Aquatic	Marine	Marine
0.025641026	Aquatic	Marine	Marine
0.025641026	Aquatic	Marine	Marine
0.025641026	Aquatic	Marine	Marine
0.025593009	Aquatic	Marine	Marine
0.025495751	Aquatic	Marine	Marine
0.02514142	Aquatic	Marine	Marine
0.025091069	Aquatic	Marine	Marine
0.025055098	Aquatic	Marine	Marine
0.025	Aquatic	Marine	Marine
0.024971902	Aquatic	Marine	Marine
0.024806202	Aquatic	Marine	Marine
0.024752475	Aquatic	Marine	Marine
0.024725275	Aquatic	Marine	Marine
0.024697337	Aquatic	Marine	Marine
0.024611835	Aquatic	Marine	Marine
0.024594196	Aquatic	Marine	Marine
0.024571282	Aquatic	Marine	Marine
0.024559451	Aquatic	Marine	Marine
0.024465949	Aquatic	Marine	Marine
0.024293505	Aquatic	Marine	Marine
0.024193548	Aquatic	Marine	Marine
0.024161074	Aquatic	Marine	Marine
0.024158126	Aquatic	Marine	Marine
0.024099379	Aquatic	Marine	Marine
0.024024024	Aquatic	Marine	Marine
