	observed_species	shannon	singles
JGI24127J20158	3.0	1.58496250072	3.0
JGI24119J20153	3.0	1.58496250072	3.0
JGI24120J20309	4.0	2.0	4.0
JGI12687J13287	2.0	1.0	2.0
JGI12637J13337	5.0	2.25162916739	4.0
Ga0153963	3.0	1.58496250072	3.0
Ga0123342	6.0	2.5	4.0
JGI12663J13571	3.0	1.58496250072	3.0
Ga0116122	1.0	-0.0	1.0
Ga0105079	2.0	1.0	2.0
Ga0105065	4.0	2.0	4.0
Ga0138570	1.0	-0.0	1.0
JGI12695J13573	3.0	1.58496250072	3.0
Ga0181516	17.0	3.96900162988	12.0
Ga0058723	1.0	-0.0	1.0
Ga0116115	1.0	-0.0	1.0
YNP16	2.0	1.0	2.0
Ga0157611	1.0	-0.0	1.0
Ga0079052	5.0	2.12808527889	4.0
Ga0129299	2.0	1.0	2.0
Ga0031674	2.0	1.0	2.0
Ga0075107	1.0	-0.0	1.0
JGI12668J13544	3.0	1.58496250072	3.0
JGI12137J13328	3.0	1.58496250072	3.0
Ga0123341	4.0	1.91829583405	2.0
SRS018975	2.0	1.0	0.0
SRS016043	3.0	1.58496250072	3.0
SRS053584	4.0	1.79248125036	3.0
SRS064449	1.0	-0.0	1.0
C4491556	1.0	-0.0	1.0
SRS015899	2.0	0.918295834054	1.0
C2045202	1.0	-0.0	1.0
SRS022530	3.0	1.58496250072	3.0
SRS021496	2.0	1.0	2.0
SRS022077	2.0	1.0	2.0
SRS015797	2.0	1.0	2.0
C3036414	1.0	-0.0	1.0
SRS050669	5.0	2.25162916739	4.0
C3183479	1.0	-0.0	1.0
SRS024087	6.0	2.28103611255	5.0
C2590818	1.0	-0.0	1.0
C1387469	1.0	-0.0	1.0
C4153480	1.0	-0.0	1.0
SRS019071	2.0	1.0	2.0
SRS043018	3.0	1.37095059445	2.0
C3374490	1.0	-0.0	1.0
C3576212	1.0	-0.0	1.0
C4211874	1.0	-0.0	1.0
SRS015158	4.0	1.91829583405	2.0
SRS023538	3.0	1.52192809489	1.0
SRS043772	1.0	-0.0	0.0
SRS015989	4.0	1.92192809489	3.0
SRS015440	4.0	2.0	4.0
SRS024138	2.0	1.0	2.0
C1907324	1.0	-0.0	1.0
SRS019028	4.0	1.84237099318	2.0
SRS019225	2.0	0.918295834054	1.0
SRS050628	1.0	-0.0	1.0
SRS019980	3.0	1.5	2.0
C3704761	1.0	-0.0	1.0
C2957193	1.0	-0.0	1.0
C3886072	1.0	-0.0	1.0
C3440319	1.0	-0.0	1.0
C2617442	1.0	-0.0	1.0
C1281123	1.0	-0.0	1.0
C3674247	1.0	-0.0	1.0
SRS023595	3.0	1.45914791703	1.0
SRS015755	3.0	1.45914791703	1.0
SRS051378	2.0	0.918295834054	1.0
C4734258	1.0	-0.0	1.0
C3520823	1.0	-0.0	1.0
C3175103	1.0	-0.0	1.0
SRS015762	2.0	1.0	2.0
C5215672	1.0	-0.0	1.0
SRS043755	4.0	1.79248125036	3.0
SRS047113	3.0	1.5	2.0
C5333611	1.0	-0.0	1.0
SRS016037	3.0	1.5	2.0
C1878424	1.0	-0.0	1.0
SRS018573	2.0	0.811278124459	1.0
C3781081	1.0	-0.0	1.0
SRS055378	2.0	0.918295834054	1.0
C3731894	1.0	-0.0	1.0
C5922448	1.0	-0.0	1.0
C5071150	1.0	-0.0	1.0
C2289981	1.0	-0.0	1.0
SRS015434	3.0	1.58496250072	3.0
C3494217	1.0	-0.0	1.0
SRS024355	3.0	1.25162916739	2.0
C7159968	1.0	-0.0	1.0
C3525957	1.0	-0.0	1.0
SRS024381	5.0	2.25162916739	4.0
C2079121	1.0	-0.0	1.0
C1719192	1.0	-0.0	1.0
C4268729	1.0	-0.0	1.0
C2769234	1.0	-0.0	1.0
C5677999	1.0	-0.0	1.0
SRS014476	3.0	1.58496250072	3.0
C1806689	1.0	-0.0	1.0
C3876426	1.0	-0.0	1.0
C3415877	1.0	-0.0	1.0
C3713211	1.0	-0.0	1.0
C3322686	1.0	-0.0	1.0
C1801613	1.0	-0.0	1.0
C4206638	1.0	-0.0	1.0
SRS024081	2.0	1.0	2.0
C2168058	1.0	-0.0	1.0
C4379732	1.0	-0.0	1.0
SRS047265	2.0	0.918295834054	1.0
C3351725	1.0	-0.0	1.0
C3160589	1.0	-0.0	1.0
C2318244	1.0	-0.0	1.0
C5359776	1.0	-0.0	1.0
C2592782	1.0	-0.0	1.0
C5789814	1.0	-0.0	1.0
C2626000	1.0	-0.0	1.0
C5233102	1.0	-0.0	1.0
C2360452	1.0	-0.0	1.0
C1833283	1.0	-0.0	1.0
C2214983	1.0	-0.0	1.0
C2287484	1.0	-0.0	1.0
SRS014894	3.0	1.5	2.0
C1340172	1.0	-0.0	1.0
C4136655	1.0	-0.0	1.0
C912819	1.0	-0.0	1.0
C5895886	1.0	-0.0	1.0
SRS049389	2.0	0.918295834054	1.0
C3552712	1.0	-0.0	1.0
C3005795	1.0	-0.0	1.0
C3967013	1.0	-0.0	1.0
C2225553	1.0	-0.0	1.0
C3076150	1.0	-0.0	1.0
C3670879	1.0	-0.0	1.0
C3763901	1.0	-0.0	1.0
C2286295	1.0	-0.0	1.0
C2727786	1.0	-0.0	1.0
C1214059	1.0	-0.0	1.0
C873927	1.0	-0.0	1.0
C3862954	1.0	-0.0	1.0
SRS017511	6.0	2.37095059445	4.0
C3620803	1.0	-0.0	1.0
C1897821	1.0	-0.0	1.0
C1688367	1.0	-0.0	1.0
C1854037	1.0	-0.0	1.0
C3083932	1.0	-0.0	1.0
C4050806	1.0	-0.0	1.0
C2529059	1.0	-0.0	1.0
C5250633	1.0	-0.0	1.0
C3078278	1.0	-0.0	1.0
C2326209	1.0	-0.0	1.0
C1483415	1.0	-0.0	1.0
C5199259	1.0	-0.0	1.0
C3382860	1.0	-0.0	1.0
C6425671	1.0	-0.0	1.0
C884762	1.0	-0.0	1.0
C3483316	1.0	-0.0	1.0
C4370399	1.0	-0.0	1.0
C3616536	1.0	-0.0	1.0
C4819094	1.0	-0.0	1.0
C5630112	1.0	-0.0	1.0
SRS015947	3.0	1.5	2.0
C2881929	1.0	-0.0	1.0
C4067573	1.0	-0.0	1.0
C3240558	1.0	-0.0	1.0
C3857991	1.0	-0.0	1.0
C5741597	1.0	-0.0	1.0
C2312025	1.0	-0.0	1.0
C3393199	1.0	-0.0	1.0
C3246150	1.0	-0.0	1.0
C1800881	1.0	-0.0	1.0
C3103203	1.0	-0.0	1.0
SRS023926	3.0	1.58496250072	3.0
C2629817	1.0	-0.0	1.0
C4143442	1.0	-0.0	1.0
C4348647	1.0	-0.0	1.0
C5065903	1.0	-0.0	1.0
C2037487	1.0	-0.0	1.0
C3469534	1.0	-0.0	1.0
C2070790	1.0	-0.0	1.0
C2148406	1.0	-0.0	1.0
SRS015215	3.0	1.5	2.0
C2220016	1.0	-0.0	1.0
C4117305	1.0	-0.0	1.0
C4006134	1.0	-0.0	1.0
C2593044	1.0	-0.0	1.0
C2633814	1.0	-0.0	1.0
C3804413	1.0	-0.0	1.0
C3278472	1.0	-0.0	1.0
C1986706	1.0	-0.0	1.0
C4020709	1.0	-0.0	1.0
C4309460	1.0	-0.0	1.0
C5061010	1.0	-0.0	1.0
C912371	1.0	-0.0	1.0
C2808711	1.0	-0.0	1.0
C4256128	1.0	-0.0	1.0
C3776311	1.0	-0.0	1.0
C4256126	1.0	-0.0	1.0
C2838081	1.0	-0.0	1.0
C4133671	1.0	-0.0	1.0
C3274959	1.0	-0.0	1.0
SRS017691	3.0	1.37095059445	2.0
C1797178	1.0	-0.0	1.0
C1825890	1.0	-0.0	1.0
C6380971	1.0	-0.0	1.0
C2097989	1.0	-0.0	1.0
C5094336	1.0	-0.0	1.0
C5118776	1.0	-0.0	1.0
C1827680	1.0	-0.0	1.0
C1109285	1.0	-0.0	1.0
C4086989	1.0	-0.0	1.0
C2189041	1.0	-0.0	1.0
C3973317	1.0	-0.0	1.0
C3612858	1.0	-0.0	1.0
C2547419	1.0	-0.0	1.0
C6935711	1.0	-0.0	1.0
C3844566	1.0	-0.0	1.0
C3845118	1.0	-0.0	1.0
C1714965	1.0	-0.0	1.0
C1938265	1.0	-0.0	1.0
C4086857	1.0	-0.0	1.0
C2918666	1.0	-0.0	1.0
C4086855	1.0	-0.0	1.0
C2397742	1.0	-0.0	1.0
C3116414	1.0	-0.0	1.0
C4239804	1.0	-0.0	1.0
C1311427	1.0	-0.0	1.0
C2683373	1.0	-0.0	1.0
C2497884	1.0	-0.0	1.0
C4107335	1.0	-0.0	1.0
Ga0031670	7.0	2.80735492206	7.0
C1548304	1.0	-0.0	1.0
C1164612	1.0	-0.0	1.0
C4470371	1.0	-0.0	1.0
C3873101	1.0	-0.0	1.0
C2250699	1.0	-0.0	1.0
C4127362	1.0	-0.0	1.0
Ga0163223	4.0	1.91829583405	2.0
2209972804	1.0	-0.0	1.0
Ga0049105	1.0	-0.0	1.0
Ga0049112	1.0	-0.0	1.0
Ga0071327	1.0	-0.0	1.0
JGI12120J13076	2.0	0.918295834054	1.0
JGI11855J13214	10.0	3.08604861231	6.0
Ga0031676	3.0	1.58496250072	3.0
JGI11983J13109	2.0	0.918295834054	1.0
GOS2232	6.0	2.52164063634	5.0
C3908100	1.0	-0.0	1.0
Ga0101111	1.0	-0.0	1.0
JGI11804J14045	3.0	1.58496250072	3.0
Ga0136558	5.0	2.23592635063	3.0
Ga0066413	9.0	3.095795255	7.0
Ga0079283	2.0	1.0	2.0
Ga0074422	3.0	1.58496250072	3.0
Ga0074438	1.0	-0.0	1.0
Ga0074437	1.0	-0.0	1.0
2001457194	1.0	-0.0	1.0
Ga0101028	2.0	1.0	2.0
Ga0171182	1.0	-0.0	1.0
Ga0171158	1.0	-0.0	1.0
Ga0063777	3.0	1.58496250072	3.0
JGI11756J13266	1.0	-0.0	1.0
2227789198	1.0	-0.0	1.0
C3674720	1.0	-0.0	1.0
C4094974	1.0	-0.0	1.0
C3927885	1.0	-0.0	1.0
C3005187	1.0	-0.0	1.0
C3372120	1.0	-0.0	1.0
C3280637	1.0	-0.0	1.0
2227730730	1.0	-0.0	1.0
JGI25330J36431	1.0	-0.0	1.0
Ga0100474	2.0	1.0	2.0
JGI12686J13345	4.0	2.0	4.0
Ga0058900	3.0	1.58496250072	3.0
Ga0160476	5.0	2.15563906223	3.0
Ga0136581	4.0	2.0	4.0
Ga0114986	8.0	2.94770277922	7.0
Ga0114987	1.0	-0.0	1.0
Ga0116119	2.0	1.0	2.0
2210157262	1.0	-0.0	1.0
Ga0102773	3.0	1.58496250072	3.0
JGI26344J46810	2.0	1.0	2.0
2001389657	1.0	-0.0	1.0
2001485471	1.0	-0.0	1.0
Ga0180075	3.0	1.5	2.0
Ga0180074	2.0	1.0	2.0
Ga0066614	2.0	1.0	2.0
C2684884	1.0	-0.0	1.0
SRS015470	2.0	1.0	2.0
C2393466	1.0	-0.0	1.0
C3134809	1.0	-0.0	1.0
C2161886	1.0	-0.0	1.0
C3908548	1.0	-0.0	1.0
C3567567	1.0	-0.0	1.0
C3940967	1.0	-0.0	1.0
C5436703	1.0	-0.0	1.0
C2108780	1.0	-0.0	1.0
Ga0160505	1.0	-0.0	1.0
Ga0136712	3.0	1.58496250072	3.0
2001454934	1.0	-0.0	1.0
Ga0049116	2.0	0.918295834054	1.0
C3968725	1.0	-0.0	1.0
C4969334	1.0	-0.0	1.0
Ga0099738	1.0	-0.0	1.0
JGI24110J20144	5.0	2.25162916739	4.0
Ga0066470	5.0	2.25162916739	4.0
Ga0157605	2.0	1.0	2.0
GOS2227	4.0	1.92192809489	3.0
2209127259	1.0	-0.0	1.0
Ga0134092	1.0	-0.0	1.0
2001384767	1.0	-0.0	1.0
Ga0005271J43199	1.0	-0.0	1.0
Ga0066621	7.0	2.75	6.0
JGI26251J51716	9.0	3.02698683336	6.0
2209654703	1.0	-0.0	1.0
2209175052	1.0	-0.0	1.0
C3251203	1.0	-0.0	1.0
C3213623	1.0	-0.0	1.0
Ga0157628	1.0	-0.0	1.0
C2981727	1.0	-0.0	1.0
C4135135	1.0	-0.0	1.0
C3970719	1.0	-0.0	1.0
C2503805	1.0	-0.0	1.0
C3430367	1.0	-0.0	1.0
C3121614	1.0	-0.0	1.0
C4218835	1.0	-0.0	1.0
C3679201	1.0	-0.0	1.0
C2220399	1.0	-0.0	1.0
C3424544	1.0	-0.0	1.0
C3542958	1.0	-0.0	1.0
C4117327	1.0	-0.0	1.0
C2526896	1.0	-0.0	1.0
C4409501	1.0	-0.0	1.0
C3835128	1.0	-0.0	1.0
C4033626	1.0	-0.0	1.0
C1311407	1.0	-0.0	1.0
Ga0073919	5.0	2.32192809489	5.0
Ga0102807	1.0	-0.0	1.0
Ga0138398	1.0	-0.0	1.0
Ga0079043	2.0	1.0	2.0
Ga0123332	6.0	2.58496250072	6.0
Ga0102806	3.0	1.58496250072	3.0
Ga0138397	5.0	2.32192809489	5.0
2227896534	1.0	-0.0	1.0
Ga0058887	3.0	1.58496250072	3.0
2209408141	1.0	-0.0	1.0
2227830310	1.0	-0.0	1.0
JGI24252J19902	1.0	-0.0	1.0
2209580361	1.0	-0.0	1.0
2230540402	1.0	-0.0	1.0
2209665062	1.0	-0.0	1.0
Ga0180071	3.0	1.58496250072	3.0
JGI11848J15208	1.0	-0.0	1.0
Ga0058903	1.0	-0.0	1.0
Ga0058894	3.0	1.58496250072	3.0
Ga0071337	5.0	2.25162916739	4.0
C2733830	1.0	-0.0	1.0
C1500199	1.0	-0.0	1.0
PR	1.0	-0.0	1.0
JGI12636J13339	2.0	1.0	2.0
Ga0066616	5.0	2.32192809489	5.0
2209255430	1.0	-0.0	1.0
JGI20274J16320	2.0	1.0	2.0
Ga0098047	6.0	2.52164063634	5.0
JGI12640J13246	1.0	-0.0	1.0
2001407966	1.0	-0.0	1.0
Ga0157622	1.0	-0.0	1.0
2001401777	1.0	-0.0	1.0
JGI12672J13324	2.0	1.0	2.0
2229652369	1.0	-0.0	1.0
2230605846	1.0	-0.0	1.0
2230385759	1.0	-0.0	1.0
Ga0068898	7.0	2.75	6.0
2229844551	1.0	-0.0	1.0
2230051830	1.0	-0.0	1.0
2228968115	1.0	-0.0	1.0
2229049731	1.0	-0.0	1.0
2230565609	1.0	-0.0	1.0
Ga0105173	5.0	2.32192809489	5.0
Ga0102798	1.0	-0.0	1.0
Ga0138393	1.0	-0.0	1.0
C687J13245	2.0	1.0	2.0
C1773097	1.0	-0.0	1.0
C4020316	1.0	-0.0	1.0
C1969885	1.0	-0.0	1.0
C3944625	1.0	-0.0	1.0
C3444776	1.0	-0.0	1.0
2001504398	1.0	-0.0	1.0
C687J26635	3.0	1.58496250072	3.0
Ga0052268	1.0	-0.0	1.0
C3467840	1.0	-0.0	1.0
C5367447	1.0	-0.0	1.0
Ga0138270	1.0	-0.0	1.0
Ga0134119	2.0	1.0	2.0
C3207611	1.0	-0.0	1.0
C4533266	1.0	-0.0	1.0
2209113062	1.0	-0.0	1.0
Ga0180044	1.0	-0.0	1.0
Ga0157577	2.0	1.0	2.0
Ga0157573	2.0	1.0	2.0
Ga0157559	2.0	1.0	2.0
Ga0048259	2.0	0.918295834054	1.0
Ga0006715J51105	3.0	1.5	2.0
Ga0031679	2.0	1.0	2.0
Ga0079281	2.0	1.0	2.0
Ga0138361	2.0	1.0	2.0
Ga0031681	1.0	-0.0	1.0
Ga0031662	2.0	1.0	2.0
Ga0138353	2.0	1.0	2.0
JGI25128J35275	2.0	1.0	2.0
JGI25131J35506	2.0	1.0	2.0
JGI25127J35165	3.0	1.58496250072	3.0
Ga0049100	1.0	-0.0	1.0
JGI20269J16352	1.0	-0.0	1.0
JGI20243J16304	2.0	1.0	2.0
JGI20237J16298	1.0	-0.0	1.0
GOS2247	11.0	3.45943161864	11.0
C3380663	1.0	-0.0	1.0
C2090146	1.0	-0.0	1.0
C2100856	1.0	-0.0	1.0
C2363080	1.0	-0.0	1.0
SRS057355	2.0	1.0	2.0
SRS014888	3.0	1.58496250072	3.0
SRS016092	2.0	1.0	2.0
C2726277	1.0	-0.0	1.0
C2341128	1.0	-0.0	1.0
C2750744	1.0	-0.0	1.0
C1855984	1.0	-0.0	1.0
C3374260	1.0	-0.0	1.0
C3597624	1.0	-0.0	1.0
C2817589	1.0	-0.0	1.0
Ga0068873	2.0	1.0	2.0
JGI12491J13347	3.0	1.58496250072	3.0
JGI26787J52750	1.0	-0.0	0.0
Ga0052835	1.0	-0.0	1.0
2227598648	1.0	-0.0	1.0
2210047367	1.0	-0.0	1.0
2001309963	1.0	-0.0	1.0
Ga0160471	3.0	1.37095059445	2.0
JGI24509J20081	2.0	0.918295834054	1.0
Ga0153981	1.0	-0.0	0.0
Ga0154004	1.0	-0.0	1.0
Ga0153979	2.0	0.918295834054	1.0
Ga0051116	1.0	-0.0	0.0
SPBFG	1.0	-0.0	0.0
Ga0074273	2.0	1.0	2.0
Ga0066484	3.0	1.5	2.0
Ga0153964	1.0	-0.0	1.0
Ga0153971	2.0	1.0	2.0
Ga0074272	1.0	-0.0	1.0
Ga0058709	2.0	1.0	2.0
Ga0052255	1.0	-0.0	0.0
CHXX	1.0	-0.0	1.0
Ga0105141	2.0	1.0	2.0
Ga0105132	1.0	-0.0	1.0
SRS019125	2.0	1.0	2.0
Ga0068924	2.0	1.0	2.0
Ga0005511	1.0	-0.0	1.0
Ga0138352	1.0	-0.0	1.0
2227825366	1.0	-0.0	1.0
Ga0136572	1.0	-0.0	1.0
Ga0058703	6.0	2.58496250072	6.0
Ga0157350	5.0	2.32192809489	5.0
C3577205	1.0	-0.0	1.0
C5025190	1.0	-0.0	1.0
C2945757	1.0	-0.0	1.0
C2826783	1.0	-0.0	1.0
Ga0116120	2.0	1.0	2.0
2001497275	1.0	-0.0	1.0
2001497274	1.0	-0.0	1.0
Ga0072327	1.0	-0.0	1.0
2001343949	1.0	-0.0	1.0
Ga0098050	2.0	1.0	2.0
JGI20252J16333	1.0	-0.0	1.0
JGI20242J16303	1.0	-0.0	1.0
2227515307	1.0	-0.0	1.0
Ga0079063	1.0	-0.0	1.0
JGI12699J13341	1.0	-0.0	1.0
JGI12677J13195	2.0	1.0	2.0
JGI12713J13577	2.0	0.918295834054	1.0
JGI12692J13336	2.0	0.918295834054	1.0
JGI12645J13327	1.0	-0.0	1.0
JGI12053J12875	3.0	1.5	2.0
Ga0066471	3.0	1.58496250072	3.0
C2179834	1.0	-0.0	1.0
C3630462	1.0	-0.0	1.0
C3201633	1.0	-0.0	1.0
C967909	1.0	-0.0	1.0
C2429970	1.0	-0.0	1.0
C2954177	1.0	-0.0	1.0
C2954175	1.0	-0.0	1.0
C1907907	1.0	-0.0	1.0
C2651435	1.0	-0.0	1.0
C3230125	1.0	-0.0	1.0
Ga0116136	1.0	-0.0	1.0
MB	1.0	-0.0	1.0
Ga0127507	1.0	-0.0	1.0
Ga0137405	4.0	1.6644977792	3.0
JGI20194J14741	3.0	1.58496250072	3.0
Ga0102772	1.0	-0.0	1.0
C3693636	1.0	-0.0	1.0
C5428097	1.0	-0.0	1.0
C4100237	1.0	-0.0	1.0
C4438847	1.0	-0.0	1.0
C3026237	1.0	-0.0	1.0
C2036840	1.0	-0.0	1.0
C2494770	1.0	-0.0	1.0
C3944735	1.0	-0.0	1.0
2004366469	1.0	-0.0	1.0
Ga0066190	2.0	1.0	2.0
JGI26128J50194	2.0	1.0	2.0
2209860848	1.0	-0.0	1.0
Ga0124948	1.0	-0.0	1.0
JGI12682J13319	2.0	1.0	2.0
Ga0105060	2.0	1.0	2.0
JGI12372J11909	1.0	-0.0	1.0
Ga0180064	2.0	1.0	2.0
C3940441	1.0	-0.0	1.0
C2118404	1.0	-0.0	1.0
C3475318	1.0	-0.0	1.0
C4743532	1.0	-0.0	1.0
C1800447	1.0	-0.0	1.0
C2634627	1.0	-0.0	1.0
C3999675	1.0	-0.0	1.0
C3944553	1.0	-0.0	1.0
2227882107	1.0	-0.0	1.0
Ga0163209	1.0	-0.0	1.0
Ga0105077	1.0	-0.0	1.0
2209147528	1.0	-0.0	1.0
Ga0137454	2.0	1.0	2.0
Ga0157598	1.0	-0.0	1.0
Ga0098045	2.0	1.0	2.0
JGI12696J13243	1.0	-0.0	1.0
JGI12483J12841	1.0	-0.0	1.0
JGI12533J12847	1.0	-0.0	1.0
Ga0099755	1.0	-0.0	1.0
Ga0099743	1.0	-0.0	1.0
Ga0099915	1.0	-0.0	1.0
JGI25831J46370	2.0	1.0	2.0
Ga0123330	2.0	1.0	2.0
Ga0099740	1.0	-0.0	1.0
2209968213	1.0	-0.0	1.0
Ga0114985	1.0	-0.0	1.0
Ga0136591	1.0	-0.0	1.0
Ga0066626	2.0	0.918295834054	1.0
2004370208	1.0	-0.0	1.0
Ga0100454	2.0	1.0	2.0
Ga0153975	1.0	-0.0	1.0
Ga0031689	1.0	-0.0	1.0
JGI12057J13267	1.0	-0.0	1.0
Ga0129319	1.0	-0.0	1.0
2227461982	1.0	-0.0	1.0
2227563358	1.0	-0.0	1.0
Ga0180059	1.0	-0.0	1.0
Ga0157599	1.0	-0.0	1.0
Ga0068880	2.0	1.0	2.0
Ga0068879	2.0	0.918295834054	1.0
B570J29577	1.0	-0.0	1.0
C3589834	1.0	-0.0	1.0
C3409373	1.0	-0.0	1.0
C3277322	1.0	-0.0	1.0
C4645158	1.0	-0.0	1.0
C5822152	1.0	-0.0	1.0
C2825839	1.0	-0.0	1.0
C5101900	1.0	-0.0	1.0
2007319364	1.0	-0.0	1.0
Ga0075130	2.0	1.0	2.0
JGI12669J13542	1.0	-0.0	1.0
2004363725	1.0	-0.0	1.0
Ga0058716	1.0	-0.0	1.0
Ga0099782	1.0	-0.0	0.0
Ga0138294	1.0	-0.0	0.0
Ga0123333	8.0	3.0	8.0
Ga0005853	1.0	-0.0	1.0
Ga0157566	1.0	-0.0	1.0
Ga0066475	3.0	1.5	2.0
JGI11815J12869	1.0	-0.0	1.0
Ga0180096	3.0	1.58496250072	3.0
2228062831	1.0	-0.0	1.0
2209123755	1.0	-0.0	1.0
Ga0099749	1.0	-0.0	1.0
2209394565	1.0	-0.0	1.0
JGI25823J46369	2.0	1.0	2.0
2227751076	1.0	-0.0	1.0
Ga0079240	2.0	1.0	2.0
WSSedB1BDRAFT	1.0	-0.0	1.0
Ga0068927	2.0	1.0	2.0
JGI24117J20151	2.0	1.0	2.0
Ga0031690	3.0	1.58496250072	3.0
2227645906	1.0	-0.0	1.0
2001517733	1.0	-0.0	1.0
C3614837	1.0	-0.0	1.0
C3923554	1.0	-0.0	1.0
C5122998	1.0	-0.0	1.0
C3806710	1.0	-0.0	1.0
C5589909	1.0	-0.0	1.0
2209913615	1.0	-0.0	1.0
JGI25824J50187	1.0	-0.0	1.0
2001274167	1.0	-0.0	1.0
JGI20196J14858	2.0	1.0	2.0
2001512652	1.0	-0.0	1.0
Ga0123364	1.0	-0.0	1.0
Ga0123366	1.0	-0.0	1.0
Ga0123360	1.0	-0.0	1.0
Ga0123370	1.0	-0.0	1.0
CisS	1.0	-0.0	1.0
JGI20129J51889	1.0	-0.0	1.0
JGI20129J51890	1.0	-0.0	1.0
Ga0081534	1.0	-0.0	1.0
JGI20129J14369	1.0	-0.0	0.0
Ga0080005	1.0	-0.0	0.0
2001483934	1.0	-0.0	1.0
Ga0180070	1.0	-0.0	1.0
C3983106	1.0	-0.0	1.0
Ga0068943	1.0	-0.0	1.0
GBPt	1.0	-0.0	1.0
Ga0079227	1.0	-0.0	1.0
Ga0136582	3.0	1.5	2.0
Ga0136573	1.0	-0.0	0.0
Ga0102790	1.0	-0.0	1.0
Ga0138385	1.0	-0.0	1.0
Ga0105885	1.0	-0.0	1.0
Ga0138403	1.0	-0.0	1.0
Ga0105884	1.0	-0.0	1.0
Ga0138402	1.0	-0.0	1.0
Ga0005510	1.0	-0.0	1.0
Ga0138351	1.0	-0.0	1.0
Ga0102789	1.0	-0.0	1.0
Ga0138384	2.0	1.0	2.0
Ga0079274	1.0	-0.0	1.0
Ga0138359	1.0	-0.0	1.0
Ga0138383	2.0	1.0	2.0
Ga0079269	1.0	-0.0	1.0
Ga0102800	4.0	1.92192809489	3.0
WWPMV	1.0	-0.0	1.0
Ga0102802	1.0	-0.0	1.0
Ga0102774	1.0	-0.0	1.0
Ga0102788	1.0	-0.0	1.0
Ga0127509	2.0	1.0	2.0
C1547232	1.0	-0.0	1.0
Ga0102793	1.0	-0.0	1.0
Ga0102795	1.0	-0.0	0.0
Ga0138390	1.0	-0.0	0.0
Ga0138388	1.0	-0.0	1.0
2231123783	1.0	-0.0	1.0
JGI20240J16301	1.0	-0.0	1.0
JGI20192J14887	2.0	1.0	2.0
C4828529	1.0	-0.0	1.0
C5196755	1.0	-0.0	1.0
2227527837	1.0	-0.0	1.0
2227579558	1.0	-0.0	1.0
Ga0129313	1.0	-0.0	1.0
2209139125	1.0	-0.0	1.0
2209324505	1.0	-0.0	1.0
JGI20185J14861	1.0	-0.0	1.0
Ga0138579	1.0	-0.0	1.0
2001254384	1.0	-0.0	1.0
Ga0157555	2.0	0.918295834054	1.0
Ga0180042	1.0	-0.0	1.0
Ga0129322	1.0	-0.0	1.0
Ga0157543	1.0	-0.0	1.0
Ga0157546	1.0	-0.0	1.0
Ga0157629	1.0	-0.0	1.0
Ga0157596	1.0	-0.0	1.0
2227801536	1.0	-0.0	1.0
2001226751	1.0	-0.0	1.0
JGI20249J16330	2.0	1.0	2.0
JGI20170J26628	1.0	-0.0	1.0
2209612862	1.0	-0.0	1.0
Ga0116202	1.0	-0.0	1.0
C3332454	1.0	-0.0	1.0
C3332784	1.0	-0.0	1.0
C5375562	1.0	-0.0	1.0
Ga0153955	1.0	-0.0	1.0
2227609407	1.0	-0.0	1.0
2227508168	1.0	-0.0	1.0
2228114335	1.0	-0.0	1.0
2210024150	1.0	-0.0	1.0
2209960763	1.0	-0.0	1.0
JGI20176J14865	2.0	1.0	2.0
C4001359	1.0	-0.0	1.0
2209138020	1.0	-0.0	1.0
2210034067	1.0	-0.0	1.0
2209265200	1.0	-0.0	1.0
C1273810	1.0	-0.0	1.0
Ga0099348	2.0	1.0	2.0
SRS052668	1.0	-0.0	1.0
SRS018149	1.0	-0.0	1.0
SRS017127	2.0	1.0	2.0
JGI11862J13335	1.0	-0.0	1.0
Ga0123340	1.0	-0.0	1.0
Ga0163227	1.0	-0.0	1.0
JGI12647J13326	1.0	-0.0	1.0
JGI1355J14265	2.0	1.0	2.0
Ga0058708	3.0	1.5	2.0
2210099138	1.0	-0.0	1.0
2210166879	1.0	-0.0	1.0
JGI11799J14266	1.0	-0.0	1.0
C2527265	1.0	-0.0	1.0
C3004218	1.0	-0.0	1.0
C7151721	1.0	-0.0	1.0
Ga0007744	3.0	1.58496250072	3.0
Ga0073992	1.0	-0.0	0.0
Ga0073991	1.0	-0.0	0.0
Ga0123365	1.0	-0.0	1.0
Ga0138386	1.0	-0.0	1.0
Ga0180007	1.0	-0.0	1.0
C3674627	1.0	-0.0	1.0
C5921553	1.0	-0.0	1.0
C4045301	1.0	-0.0	1.0
C3555022	1.0	-0.0	1.0
SRS065310	2.0	1.0	2.0
C4193433	1.0	-0.0	1.0
C1412767	1.0	-0.0	1.0
C3961967	1.0	-0.0	1.0
C3996019	1.0	-0.0	1.0
C3515956	1.0	-0.0	1.0
SRS019591	2.0	0.918295834054	1.0
C3755387	1.0	-0.0	1.0
C3845693	1.0	-0.0	1.0
C3287918	1.0	-0.0	1.0
C2516411	1.0	-0.0	1.0
C3846405	1.0	-0.0	1.0
C3840768	1.0	-0.0	1.0
C2657410	1.0	-0.0	1.0
SRS020862	1.0	-0.0	1.0
SRS024441	2.0	1.0	2.0
SRS057692	2.0	0.918295834054	1.0
C1906989	1.0	-0.0	1.0
