Collapsed_Eco	lat	long
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated		
Host-associated		
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated		
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated		
Host-associated		
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated		
Host-associated		
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated		
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated		
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated		
Host-associated		
Host-associated		
Host-associated		
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated		
Host-associated		
Host-associated		
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated		
Host-associated		
Host-associated		
Host-associated		
Host-associated		
Host-associated		
Host-associated		
Host-associated		
Host-associated		
Host-associated		
Host-associated		
Host-associated		
Host-associated		
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated		
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated		
Host-associated		
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated		
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated		
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	50.9047	-3.5233
Host-associated		
Host-associated		
Host-associated		
Host-associated	50.8	8.81
Host-associated	50.8	8.81
Host-associated	50.8	8.81
Host-associated	38.04	-122.5
Host-associated	38.04	-122.5
Host-associated	38.04	-122.5
Host-associated	38.04	-122.5
Host-associated	38.04	-122.5
Host-associated	38.04	-122.5
Host-associated	38.04	-122.5
Host-associated	38.04	-122.5
Host-associated	38.04	-122.5
Host-associated	10.207151	-84.007673
Host-associated	10.207151	-84.007673
Host-associated	10.207151	-84.007673
Host-associated	10.207151	-84.007673
Host-associated	10.207151	-84.007673
Host-associated	10.207151	-84.007673
Host-associated	10.207151	-84.007673
Host-associated	10.207151	-84.007673
Host-associated	10.207151	-84.007673
Host-associated	10.207151	-84.007673
Host-associated	10.207151	-84.007673
Host-associated	10.207151	-84.007673
Host-associated	10.207151	-84.007673
Host-associated	10.207151	-84.007673
Host-associated	10.207151	-84.007673
Host-associated	10.207151	-84.007673
Host-associated	10.207151	-84.007673
Host-associated	10.207151	-84.007673
Host-associated	10.207151	-84.007673
Host-associated	10.207151	-84.007673
Host-associated	10.207151	-84.007673
Host-associated	10.207151	-84.007673
Host-associated	10.207151	-84.007673
Host-associated	10.207151	-84.007673
Host-associated	10.207151	-84.007673
Host-associated	10.207151	-84.007673
Host-associated	10.207151	-84.007673
Host-associated	10.207151	-84.007673
Host-associated	10.207151	-84.007673
Host-associated	10.207151	-84.007673
Host-associated	10.207151	-84.007673
Host-associated	10.207151	-84.007673
Host-associated	10.207151	-84.007673
Host-associated	10.207151	-84.007673
Host-associated	10.207151	-84.007673
Host-associated	41.6639	-83.5552
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	40.096	-88.2315
Host-associated	-40.352	175.608
Host-associated	42.8072	10.1411
Host-associated	42.8072	10.1411
Host-associated	42.8072	10.1411
Host-associated		
Host-associated		
Host-associated		
Host-associated		
Host-associated		
Host-associated		
Host-associated		
Host-associated	42.8072	10.1411
Host-associated	42.8072	10.1411
Host-associated	51.321602	12.394572
Host-associated	51.321602	12.394572
Host-associated	51.321602	12.394572
Host-associated		
Host-associated	21.2608	-157.7866
Host-associated	21.4686	-157.8184
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated	39.0042816	-77.1012173
Host-associated		
Host-associated	78.2166667	15.6333333
Host-associated	40.11	-88.2
Host-associated	42.28	-71.78
Host-associated	22.55	114.08
Host-associated	48.2	16.37
Host-associated	48.2	16.37
Host-associated	48.2	16.37
Host-associated	48.2	16.37
Host-associated	48.2	16.37
Host-associated	48.2	16.37
Host-associated	48.2	16.37
Host-associated	48.2	16.37
Host-associated	48.2	16.37
Host-associated	27.6206	-81.814
Host-associated	27.6213	-81.8137
Host-associated	28.7104	-81.4844
Host-associated	28.7103	-81.4846
Host-associated	28.7105	-81.4844
Host-associated	28.7083	-81.4874
Host-associated	28.571	-82.2846
Host-associated	28.5711	-82.2848
Host-associated	28.571	-82.2848
Host-associated	27.6228	-81.8037
Host-associated	32.5453	-82.1226
Host-associated	32.5454	-82.1221
Host-associated	33.0837	-81.7708
Host-associated	33.0838	-81.7702
Host-associated	33.0837	-81.7714
Host-associated	32.8826	-81.9512
Host-associated	32.8826	-81.9512
Host-associated	32.8827	-81.9512
Host-associated	30.4401	-84.4954
Host-associated	30.4397	-84.4952
Host-associated	30.4649	-84.3641
Host-associated	30.3423	-84.2548
Host-associated		
Host-associated		
Host-associated		
Host-associated	47	-122
Host-associated	47	-122
Host-associated	47.85072	-122.33843
